species,bio1,bio12,bio5,bio6,elev,pollination
Palicourea_crocea,2.371067862,3.048830087,2.477121255,2.243038049,266,
Palicourea_crocea,2.404833717,3.276921132,2.487138375,2.283301229,27,
Palicourea_crocea,2.328379603,3.260786669,2.45331834,2.139879086,1279,
Palicourea_crocea,2.428134794,3.242292905,2.523746467,2.33243846,124,
Palicourea_crocea,2.436162647,3.41763774,2.542825427,2.336459734,224,
Palicourea_crocea,2.397940009,3.245018871,2.481442629,2.307496038,42,
Palicourea_crocea,2.328379603,3.471731651,2.434568904,2.170261715,610,
Palicourea_crocea,2.320146286,3.105510185,2.442479769,2.176091259,709,
Palicourea_crocea,2.382017043,2.95616843,2.50242712,2.245512668,353,
Palicourea_crocea,2.354108439,3.236789099,2.451786436,2.240549248,373,
Palicourea_crocea,2.356025857,3.152899596,2.472756449,2.220108088,430,
Palicourea_crocea,2.334453751,3.08278537,2.451786436,2.198657087,581,
Palicourea_crocea,2.432969291,3.327971624,2.515873844,2.338456494,26,
Palicourea_crocea,2.419955748,3.257198426,2.523746467,2.285557309,100,
Palicourea_crocea,2.290034611,2.959041392,2.434568904,2.049218023,1120,
Palicourea_crocea,2.413299764,3.047664195,2.522444234,2.240549248,103,
Palicourea_crocea,2.413299764,3.444981112,2.499687083,2.33243846,30,
Palicourea_crocea,2.419955748,3.356025857,2.51054501,2.340444115,41,
Palicourea_crocea,2.387389826,3.23325001,2.46686762,2.292256071,88,
Palicourea_crocea,2.383815366,3.07371835,2.481442629,2.269512944,109,
Palicourea_crocea,2.411619706,3.246498581,2.480006943,2.324282455,13,
Palicourea_crocea,2.40654018,3.467312063,2.501059262,2.301029996,167,
Palicourea_crocea,2.416640507,3.343014497,2.5132176,2.309630167,40,
Palicourea_crocea,2.367355921,3.447623098,2.472756449,2.243038049,582,
Palicourea_crocea,2.340444115,3.222196046,2.447158031,2.220108088,463,
Palicourea_crocea,2.371067862,3.048830087,2.477121255,2.243038049,266,
Palicourea_crocea,2.397940009,3.120573931,2.495544338,2.274157849,132,
Palicourea_crocea,2.419955748,3.235528447,2.536558443,2.257678575,282,
Palicourea_crocea,2.220108088,3.265053789,2.330413773,2.071882007,2102,
Palicourea_crocea,2.434568904,3.327154512,2.515873844,2.348304863,32,
Palicourea_crocea,2.365487985,3.151063253,2.474216264,2.240549248,306,
Palicourea_crocea,2.374748346,3.014100322,2.482873584,2.243038049,278,
Palicourea_crocea,2.404833717,3.218010043,2.488550717,2.285557309,31,
Palicourea_crocea,2.372912003,3.469674773,2.482873584,2.214843848,707,
Palicourea_crocea,2.428134794,3.40534636,2.531478917,2.328379603,216,
Palicourea_crocea,2.411619706,3.391993072,2.498310554,2.311753861,501,
Palicourea_crocea,2.408239965,3.469232743,2.499687083,2.309630167,219,
Palicourea_crocea,2.408239965,3.463594402,2.498310554,2.309630167,219,
Palicourea_crocea,2.274157849,3.197556213,2.396199347,2.123851641,1719,
Palicourea_crocea,2.361727836,3.118264726,2.465382851,2.245512668,281,
Palicourea_crocea,2.322219295,3.128399269,2.440909082,2.181843588,684,
Palicourea_crocea,2.212187604,3.211654401,2.409933123,1.812913357,1908,
Palicourea_crocea,2.403120521,3.082066934,2.523746467,2.195899652,264,
Palicourea_crocea,2.419955748,3.462697408,2.506505032,2.318063335,223,
Palicourea_crocea,2.416640507,3.419625361,2.505149978,2.338456494,25,
Palicourea_crocea,2.401400541,3.575649615,2.496929648,2.311753861,155,
Palicourea_crocea,2.408239965,3.403977964,2.50242712,2.324282455,185,
Palicourea_crocea,2.418301291,3.410945859,2.511883361,2.338456494,67,
Palicourea_crocea,2.389166084,3.176958981,2.505149978,2.176091259,256,
Palicourea_crocea,2.357934847,3.197831693,2.46686762,2.214843848,851,
Palicourea_crocea,2.371067862,3.160468531,2.522444234,2.117271296,112,
Palicourea_crocea,2.383815366,3.167021796,2.475671188,2.278753601,143,
Palicourea_crocea,2.387389826,3.23325001,2.46686762,2.292256071,88,
Palicourea_crocea,2.394451681,3.222456337,2.472756449,2.305351369,40,
Palicourea_crocea,2.392696953,3.239549721,2.471291711,2.301029996,44,
Palicourea_crocea,2.378397901,3.074084689,2.491361694,2.247973266,298,
Palicourea_crocea,2.383815366,3.039017322,2.482873584,2.26245109,133,
Palicourea_crocea,2.387389826,3.197280558,2.472756449,2.285557309,113,
Palicourea_crocea,2.389166084,3.133219457,2.480006943,2.281033367,45,
Palicourea_crocea,2.348304863,3.186956335,2.463892989,2.214843848,464,
Palicourea_crocea,2.357934847,3.112605002,2.475671188,2.220108088,451,
Palicourea_crocea,2.397940009,3.122543524,2.477121255,2.303196057,18,
Palicourea_crocea,2.397940009,3.290034611,2.509202522,2.245512668,250,
Palicourea_crocea,2.397940009,3.245265839,2.481442629,2.292256071,79,
Palicourea_crocea,2.389166084,2.879669206,2.506505032,2.255272505,287,
Palicourea_crocea,2.352182518,3.152288344,2.469822016,2.214843848,468,
Palicourea_crocea,2.389166084,3.020361283,2.484299839,2.267171728,45,
Palicourea_crocea,2.401400541,2.758154622,2.506505032,2.267171728,138,
Palicourea_crocea,2.390935107,2.866877814,2.506505032,2.255272505,275,
Palicourea_crocea,2.350248018,2.788875116,2.472756449,2.201397124,545,
Palicourea_crocea,2.394451681,3.243286146,2.471291711,2.307496038,24,
Palicourea_crocea,2.371067862,3.076276255,2.475671188,2.247973266,239,
Palicourea_crocea,2.401400541,3.092018471,2.503790683,2.281033367,37,
Palicourea_crocea,2.421603927,3.456973014,2.507855872,2.311753861,96,
Palicourea_crocea,2.423245874,3.417471693,2.509202522,2.318063335,99,
Palicourea_crocea,2.390935107,3.14176323,2.484299839,2.278753601,52,
Palicourea_crocea,2.401400541,3.560623875,2.514547753,2.176091259,203,
Palicourea_crocea,2.419955748,3.465531557,2.511883361,2.322219295,217,
Palicourea_crocea,2.404833717,3.153509989,2.526339277,2.238046103,307,
Palicourea_crocea,2.436162647,3.368844507,2.515873844,2.354108439,11,
Palicourea_crocea,2.432969291,3.243781916,2.522444234,2.324282455,85,
Palicourea_crocea,2.31386722,3.379849179,2.432969291,2.133538908,763,
Palicourea_crocea,2.392696953,3.192009593,2.481442629,2.281033367,108,
Palicourea_crocea,2.397940009,3.262213705,2.487138375,2.285557309,62,
Palicourea_crocea,2.418301291,3.348888723,2.517195898,2.309630167,42,
Palicourea_crocea,2.418301291,3.348888723,2.517195898,2.309630167,42,
Palicourea_crocea,2.394451681,3.254789687,2.472756449,2.301029996,34,
Palicourea_crocea,2.387389826,3.102776615,2.482873584,2.274157849,80,
Palicourea_crocea,2.389166084,3.122215878,2.480006943,2.283301229,89,
Palicourea_crocea,2.397940009,3.262213705,2.487138375,2.285557309,62,
Palicourea_crocea,2.419955748,3.447313109,2.50242712,2.311753861,98,
Palicourea_crocea,2.397940009,3.262213705,2.487138375,2.285557309,62,
Palicourea_crocea,2.431363764,3.265053789,2.526339277,2.338456494,125,
Palicourea_crocea,2.431363764,3.265053789,2.526339277,2.338456494,125,
Palicourea_crocea,2.390935107,3.384174139,2.494154594,2.283301229,226,
Palicourea_crocea,2.315970345,3.203304916,2.439332694,2.086359831,1185,
Palicourea_crocea,2.315970345,3.203304916,2.439332694,2.086359831,1185,
Palicourea_crocea,2.315970345,3.203304916,2.439332694,2.086359831,1185,
Palicourea_crocea,2.396199347,3.26927939,2.488550717,2.278753601,63,
Palicourea_crocea,2.367355921,3.149219113,2.480006943,2.190331698,806,
Palicourea_crocea,2.444044796,3.480868924,2.546542663,2.350248018,95,
Palicourea_crocea,2.315970345,3.203304916,2.439332694,2.086359831,1185,
Palicourea_crocea,2.367355921,3.149219113,2.480006943,2.190331698,806,
Palicourea_crocea,2.315970345,3.203304916,2.439332694,2.086359831,1185,
Palicourea_crocea,2.324282455,3.212453961,2.445604203,2.103803721,1112,
Palicourea_crocea,2.416640507,3.651762447,2.499687083,2.324282455,45,
Palicourea_crocea,2.416640507,3.651762447,2.499687083,2.324282455,45,
Palicourea_crocea,2.396199347,3.26927939,2.488550717,2.278753601,63,
Palicourea_crocea,2.396199347,3.26927939,2.488550717,2.278753601,63,
Palicourea_crocea,2.423245874,3.452246575,2.506505032,2.315970345,92,
Palicourea_crocea,2.356025857,2.99343623,2.482873584,2.158362492,594,
Palicourea_crocea,2.356025857,2.99343623,2.482873584,2.158362492,594,
Palicourea_crocea,2.367355921,3.054613055,2.484299839,2.193124598,495,
Palicourea_crocea,2.411619706,3.447468131,2.494154594,2.301029996,118,
Palicourea_crocea,2.324282455,3.106190897,2.459392488,2.117271296,674,
Palicourea_crocea,2.411619706,3.450095076,2.51054501,2.294466226,386,
Palicourea_crocea,2.357934847,3.327358934,2.463892989,2.198657087,574,
Palicourea_crocea,2.399673721,3.50174373,2.481442629,2.283301229,32,
Palicourea_crocea,2.408239965,3.192846115,2.507855872,2.283301229,424,
Palicourea_crocea,2.424881637,3.350054094,2.515873844,2.342422681,42,
Palicourea_crocea,2.428134794,3.255995727,2.534026106,2.33243846,130,
Palicourea_crocea,2.408239965,3.192846115,2.507855872,2.283301229,424,
Palicourea_crocea,2.387389826,3.23325001,2.46686762,2.292256071,88,
Palicourea_crocea,2.428134794,3.278753601,2.53529412,2.33243846,125,
Palicourea_crocea,2.445604203,3.388456453,2.539076099,2.348304863,18,
Palicourea_crocea,2.350248018,3.195622944,2.462397998,2.181843588,1006,
Palicourea_croceoides,2.404833717,3.3872118,2.503790683,2.318063335,268,Hummingbird
Palicourea_croceoides,2.416640507,3.219060332,2.526339277,2.250420002,183,
Palicourea_croceoides,2.409933123,3.339252634,2.511883361,2.318063335,236,
Palicourea_croceoides,2.431363764,3.257678575,2.526339277,2.340444115,114,
Palicourea_croceoides,2.397940009,3.462397998,2.511883361,2.178976947,225,
Palicourea_croceoides,2.385606274,3.375663614,2.478566496,2.250420002,208,
Palicourea_croceoides,2.385606274,3.375663614,2.478566496,2.250420002,208,
Palicourea_croceoides,2.322219295,3.156851901,2.459392488,2.025305865,672,
Palicourea_croceoides,2.359835482,3.119255889,2.505149978,2.093421685,244,
Palicourea_croceoides,2.40654018,3.331224781,2.549003262,2.181843588,321,
Palicourea_croceoides,2.419955748,3.320976677,2.521138084,2.326335861,235,
Palicourea_croceoides,2.404833717,3.448087667,2.491361694,2.298853076,219,
Palicourea_croceoides,2.418301291,3.090610708,2.536558443,2.217483944,107,
Palicourea_croceoides,2.36361198,3.139879086,2.506505032,2.113943352,249,
Palicourea_croceoides,2.409933123,3.397592434,2.5132176,2.318063335,335,
Palicourea_croceoides,2.357934847,3.144574208,2.505149978,2.093421685,239,
Palicourea_croceoides,2.416640507,3.301680949,2.503790683,2.320146286,17,
Palicourea_croceoides,2.346352974,3.073351702,2.487138375,2.049218023,360,
Palicourea_croceoides,2.421603927,3.350635608,2.5132176,2.336459734,99,
Palicourea_croceoides,2.428134794,3.386142109,2.522444234,2.338456494,128,
Palicourea_croceoides,2.418301291,3.335858911,2.523746467,2.305351369,145,
Palicourea_croceoides,2.428134794,3.386142109,2.522444234,2.338456494,128,
Palicourea_croceoides,2.401400541,3.570192561,2.514547753,2.178976947,200,
Palicourea_croceoides,2.401400541,3.235275877,2.480006943,2.303196057,212,
Palicourea_croceoides,2.413299764,3.202760687,2.532754379,2.209515015,317,
Palicourea_croceoides,2.359835482,3.13225969,2.505149978,2.096910013,240,
Palicourea_croceoides,2.359835482,3.197556213,2.498310554,2.123851641,407,
Palicourea_croceoides,2.357934847,3.137037455,2.505149978,2.086359831,236,
Palicourea_croceoides,2.424881637,3.370142847,2.521138084,2.340444115,130,
Palicourea_croceoides,2.409933123,3.335056519,2.549003262,2.206825876,280,
Palicourea_croceoides,2.387389826,3.054613055,2.511883361,2.136720567,477,
Palicourea_croceoides,2.42975228,3.376576957,2.522444234,2.342422681,85,
Palicourea_croceoides,2.42975228,3.376576957,2.522444234,2.342422681,85,
Palicourea_croceoides,2.423245874,3.845903839,2.50242712,2.33243846,39,
Palicourea_croceoides,2.439332694,3.25163822,2.542825427,2.278753601,191,
Palicourea_croceoides,2.432969291,3.450557009,2.511883361,2.356025857,16,
Palicourea_croceoides,2.36361198,3.128399269,2.503790683,2.113943352,278,
Palicourea_croceoides,2.426511261,3.370142847,2.519827994,2.342422681,87,
Palicourea_croceoides,2.390935107,3.247973266,2.5289167,2.127104798,357,
Palicourea_croceoides,2.374748346,3.125481266,2.498310554,2.093421685,649,
Palicourea_croceoides,2.432969291,3.450557009,2.511883361,2.356025857,16,
Palicourea_croceoides,2.419955748,3.320976677,2.521138084,2.326335861,235,
Palicourea_croceoides,2.411619706,3.378397901,2.506505032,2.326335861,201,
Palicourea_croceoides,2.399673721,3.50242712,2.514547753,2.173186268,230,
Palicourea_croceoides,2.428134794,3.284881715,2.532754379,2.328379603,164,
Palicourea_croceoides,2.408239965,3.067070856,2.525044807,2.212187604,166,
Palicourea_croceoides,2.42975228,3.376576957,2.522444234,2.342422681,85,
Palicourea_croceoides,2.42975228,3.328379603,2.511883361,2.336459734,126,
Palicourea_croceoides,2.428134794,3.355068206,2.517195898,2.342422681,71,
Palicourea_croceoides,2.394451681,3.220892249,2.5289167,2.136720567,337,
Palicourea_croceoides,2.357934847,3.137037455,2.505149978,2.086359831,236,
Palicourea_croceoides,2.350248018,3.137986733,2.474216264,2.10720997,919,
Palicourea_croceoides,2.36361198,3.463743721,2.44870632,2.247973266,423,
Palicourea_croceoides,2.383815366,3.093771781,2.503790683,2.139879086,331,
Palicourea_croceoides,2.376576957,3.419129308,2.485721426,2.271841607,663,
Palicourea_croceoides,2.311753861,3.110926242,2.451786436,1.991226076,687,
Palicourea_croceoides,2.413299764,3.386677284,2.523746467,2.285557309,345,
Palicourea_croceoides,2.404833717,3.347720217,2.50242712,2.26245109,213,
Palicourea_croceoides,2.414973348,3.07114529,2.531478917,2.220108088,105,
Palicourea_croceoides,2.376576957,3.13001195,2.498310554,2.123851641,352,
Palicourea_croceoides,2.421603927,3.222716471,2.523746467,2.283301229,148,
Palicourea_croceoides,2.294466226,3.132579848,2.439332694,1.991226076,736,
Palicourea_croceoides,2.404833717,3.20167018,2.501059262,2.267171728,40,
Palicourea_croceoides,2.404833717,3.375663614,2.555094449,2.195899652,281,
Palicourea_croceoides,2.434568904,3.377306251,2.517195898,2.350248018,60,
Palicourea_croceoides,2.357934847,3.137037455,2.505149978,2.086359831,236,
Palicourea_croceoides,2.357934847,3.137037455,2.505149978,2.086359831,236,
Palicourea_croceoides,2.432969291,3.336259552,2.511883361,2.340444115,16,
Palicourea_croceoides,2.357934847,3.13893394,2.498310554,2.113943352,369,
Palicourea_croceoides,2.346352974,3.215108581,2.489958479,2.103803721,52,
Palicourea_croceoides,2.359835482,3.13225969,2.505149978,2.096910013,240,
Palicourea_croceoides,2.352182518,3.400710637,2.484299839,2.130333768,40,
Palicourea_croceoides,2.414973348,3.304705898,2.51851394,2.322219295,288,
Palicourea_croceoides,2.33243846,3.293141483,2.477121255,2.056904851,601,
Palicourea_croceoides,2.421603927,3.222716471,2.523746467,2.283301229,148,
Palicourea_croceoides,2.357934847,3.137037455,2.505149978,2.086359831,236,
Palicourea_croceoides,2.357934847,3.130655349,2.505149978,2.089905111,246,
Palicourea_croceoides,2.378397901,3.526210004,2.478566496,2.26245109,726,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.413299764,3.447158031,2.494154594,2.305351369,83,
Palicourea_croceoides,2.411619706,3.220631019,2.5289167,2.225309282,147,
Palicourea_croceoides,2.418301291,3.090610708,2.536558443,2.217483944,107,
Palicourea_croceoides,2.450249108,3.630834518,2.53529412,2.357934847,132,
Palicourea_croceoides,2.40654018,3.301029996,2.475671188,2.31386722,96,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.387389826,3.222456337,2.46686762,2.281033367,480,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.201397124,3.300378065,2.318063335,2.049218023,2200,
Palicourea_croceoides,2.414973348,3.07114529,2.531478917,2.220108088,105,
Palicourea_croceoides,2.371067862,3.472756449,2.462397998,2.260071388,933,
Palicourea_croceoides,2.451786436,3.406028945,2.551449998,2.356025857,84,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.28780173,3.155336037,2.437750563,1.963787827,913,
Palicourea_croceoides,2.409933123,3.482158695,2.509202522,2.29666519,409,
Palicourea_croceoides,2.371067862,3.472756449,2.462397998,2.260071388,933,
Palicourea_croceoides,2.40654018,3.310268367,2.485721426,2.305351369,96,
Palicourea_croceoides,2.371067862,3.472756449,2.462397998,2.260071388,933,
Palicourea_croceoides,2.404833717,3.323045735,2.515873844,2.238046103,205,
Palicourea_croceoides,2.350248018,3.0923697,2.494154594,2.064457989,321,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.357934847,3.345177617,2.469822016,2.187520721,445,
Palicourea_croceoides,2.184691431,3.289365952,2.307496038,2.021189299,2279,
Palicourea_croceoides,2.29666519,3.244771761,2.492760389,1.897627091,271,
Palicourea_croceoides,2.322219295,3.110926242,2.460897843,2.017033339,581,
Palicourea_croceoides,2.404833717,3.392345155,2.51054501,2.245512668,210,
Palicourea_croceoides,2.350248018,3.0923697,2.494154594,2.064457989,321,
Palicourea_croceoides,2.350248018,3.0923697,2.494154594,2.064457989,321,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.322219295,3.110926242,2.460897843,2.017033339,581,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.354108439,3.108903128,2.501059262,2.071882007,285,
Palicourea_croceoides,2.33243846,3.234770295,2.51054501,1.995635195,190,
Palicourea_croceoides,2.404833717,3.067070856,2.519827994,2.195899652,218,
Palicourea_croceoides,2.403120521,3.277379975,2.523746467,2.176091259,365,
Palicourea_croceoides,2.440909082,3.278524965,2.532754379,2.338456494,58,
Palicourea_croceoides,2.442479769,3.277379975,2.53529412,2.340444115,50,
Palicourea_croceoides,2.447158031,3.341038632,2.557507202,2.344392274,43,
Palicourea_croceoides,2.409933123,3.441380885,2.511883361,2.318063335,331,
Palicourea_croceoides,2.397940009,3.436003536,2.492760389,2.28780173,483,
Palicourea_croceoides,2.421603927,3.228913406,2.521138084,2.281033367,184,
Palicourea_croceoides,2.440909082,3.223236273,2.546542663,2.338456494,38,
Palicourea_croceoides,2.447158031,3.313234292,2.555094449,2.350248018,67,
Palicourea_croceoides,2.414973348,3.304705898,2.51851394,2.322219295,288,
Palicourea_croceoides,2.434568904,3.387567779,2.534026106,2.326335861,241,
Palicourea_croceoides,2.418301291,3.311753861,2.521138084,2.326335861,252,
Palicourea_croceoides,2.409933123,3.339252634,2.511883361,2.318063335,236,
Palicourea_croceoides,2.404833717,3.579783597,2.498310554,2.28780173,379,
Palicourea_croceoides,2.423245874,3.372175286,2.515873844,2.330413773,161,
Palicourea_croceoides,2.445604203,3.323664536,2.553883027,2.346352974,71,
Palicourea_croceoides,2.416640507,3.225050696,2.5132176,2.311753861,278,
Palicourea_croceoides,2.439332694,3.245512668,2.541579244,2.330413773,78,
Palicourea_croceoides,2.440909082,3.273695588,2.532754379,2.338456494,69,
Palicourea_croceoides,2.440909082,3.234770295,2.549003262,2.338456494,41,
Palicourea_croceoides,2.414973348,3.304705898,2.51851394,2.322219295,288,
Palicourea_croceoides,2.409933123,3.441380885,2.511883361,2.318063335,331,
Palicourea_croceoides,2.409933123,3.441380885,2.511883361,2.318063335,331,
Palicourea_croceoides,2.442479769,3.360025089,2.555094449,2.336459734,103,
Palicourea_croceoides,2.230448921,3.308777774,2.365487985,2.049218023,1737,
Palicourea_croceoides,2.350248018,3.214048679,2.45331834,2.230448921,822,
Palicourea_croceoides,2.318063335,3.359645793,2.426511261,2.184691431,1088,
Palicourea_croceoides,2.409933123,3.441380885,2.511883361,2.318063335,331,
Palicourea_croceoides,2.340444115,3.369401414,2.456366033,2.190331698,950,
Palicourea_croceoides,2.44870632,3.349471799,2.553883027,2.350248018,71,
Palicourea_croceoides,2.424881637,3.190051418,2.503790683,2.328379603,11,
Palicourea_croceoides,2.404833717,3.575187845,2.50242712,2.290034611,438,
Palicourea_croceoides,2.414973348,3.304705898,2.51851394,2.322219295,288,
Palicourea_croceoides,2.426511261,3.370142847,2.519827994,2.342422681,87,
Palicourea_croceoides,2.423245874,3.333245699,2.51054501,2.330413773,146,
Palicourea_croceoides,2.42975228,3.350248018,2.517195898,2.344392274,60,
Palicourea_croceoides,2.307496038,3.318063335,2.421603927,2.155336037,1215,
Palicourea_croceoides,2.409933123,3.347720217,2.506505032,2.303196057,337,
Palicourea_croceoides,2.445604203,3.284881715,2.553883027,2.348304863,59,
Palicourea_croceoides,2.411619706,3.4407517,2.5132176,2.320146286,314,
Palicourea_croceoides,2.447158031,3.347720217,2.553883027,2.350248018,81,
Palicourea_croceoides,2.359835482,3.228143608,2.459392488,2.243038049,752,
Palicourea_croceoides,2.42975228,3.360971884,2.519827994,2.340444115,91,
Palicourea_croceoides,2.451786436,3.275080898,2.536558443,2.330413773,14,
Palicourea_croceoides,2.45331834,3.332842267,2.539076099,2.334453751,19,
Palicourea_croceoides,2.411619706,3.4407517,2.5132176,2.320146286,314,
Palicourea_croceoides,2.424881637,3.395151592,2.5132176,2.320146286,174,
Palicourea_croceoides,2.276461804,3.33304403,2.396199347,2.113943352,1469,
Palicourea_croceoides,2.409933123,3.327154512,2.501059262,2.311753861,312,
Palicourea_croceoides,2.307496038,3.313656347,2.404833717,2.187520721,1459,
Palicourea_croceoides,2.344392274,3.481442629,2.440909082,2.204119983,1201,
Palicourea_croceoides,2.278753601,3.471878199,2.421603927,2.089905111,1575,
Palicourea_croceoides,2.413299764,3.503518313,2.505149978,2.294466226,285,
Palicourea_croceoides,2.434568904,3.2955671,2.545307116,2.328379603,94,
Palicourea_croceoides,2.36361198,3.257198426,2.462397998,2.250420002,708,
Palicourea_croceoides,2.450249108,3.312388949,2.53529412,2.328379603,27,
Palicourea_croceoides,2.401400541,3.390581879,2.505149978,2.309630167,168,
Palicourea_croceoides,2.447158031,3.297541668,2.553883027,2.350248018,55,
Palicourea_croceoides,2.436162647,3.325925956,2.545307116,2.328379603,94,
Palicourea_croceoides,2.423245874,3.452246575,2.506505032,2.315970345,92,
Palicourea_croceoides,2.403120521,3.388456453,2.506505032,2.311753861,174,
Palicourea_croceoides,2.307496038,3.288919606,2.421603927,2.158362492,1211,
Palicourea_croceoides,2.418301291,3.284205068,2.521138084,2.324282455,259,
Palicourea_croceoides,2.320146286,3.276461804,2.434568904,2.176091259,1076,
Palicourea_croceoides,2.426511261,3.362482475,2.5132176,2.334453751,97,
Palicourea_croceoides,2.403120521,3.388456453,2.506505032,2.311753861,174,
Palicourea_croceoides,2.409933123,3.441380885,2.511883361,2.318063335,331,
Palicourea_croceoides,2.444044796,3.396722279,2.526339277,2.342422681,112,
Palicourea_croceoides,2.426511261,3.34869419,2.5132176,2.334453751,106,
Palicourea_croceoides,2.383815366,3.400710637,2.474216264,2.276461804,515,
Palicourea_croceoides,2.414973348,3.304705898,2.51851394,2.322219295,288,
Palicourea_croceoides,2.418301291,3.290257269,2.521138084,2.326335861,254,
Palicourea_croceoides,2.390935107,3.391288049,2.484299839,2.274157849,542,
Palicourea_croceoides,2.436162647,3.222716471,2.550228353,2.326335861,83,
Palicourea_croceoides,2.409933123,3.441380885,2.511883361,2.318063335,331,
Palicourea_croceoides,2.418301291,3.290257269,2.521138084,2.326335861,254,
Palicourea_croceoides,2.424881637,3.509471352,2.522444234,2.309630167,104,
Palicourea_croceoides,2.447158031,3.291590826,2.553883027,2.350248018,55,
Palicourea_croceoides,2.447158031,3.373279893,2.557507202,2.344392274,69,
Palicourea_croceoides,2.444044796,3.356599436,2.551449998,2.340444115,84,
Palicourea_croceoides,2.409933123,3.441380885,2.511883361,2.318063335,331,
Palicourea_croceoides,2.383815366,3.334453751,2.507855872,2.247973266,628,
Palicourea_croceoides,2.328379603,3.273232834,2.44870632,2.178976947,999,
Palicourea_croceoides,2.436162647,3.325925956,2.545307116,2.328379603,94,
Palicourea_croceoides,2.442479769,3.399673721,2.549003262,2.342422681,184,
Palicourea_croceoides,2.414973348,3.374931554,2.534026106,2.281033367,341,
Palicourea_croceoides,2.330413773,3.436480695,2.451786436,2.173186268,1136,
Palicourea_croceoides,2.408239965,3.494988974,2.50242712,2.298853076,344,
Palicourea_croceoides,2.409933123,3.441380885,2.511883361,2.318063335,331,
Palicourea_croceoides,2.447158031,3.297541668,2.553883027,2.350248018,55,
Palicourea_croceoides,2.423245874,3.375846436,2.506505032,2.330413773,126,
Palicourea_croceoides,2.330413773,3.436480695,2.451786436,2.173186268,1136,
Palicourea_croceoides,2.342422681,3.271841607,2.45331834,2.201397124,895,
Palicourea_croceoides,2.354108439,3.40277707,2.46686762,2.206825876,844,
Palicourea_croceoides,2.389166084,3.256717746,2.496929648,2.222716471,171,
Palicourea_croceoides,2.409933123,3.339252634,2.511883361,2.318063335,236,
Palicourea_croceoides,2.397940009,3.436003536,2.492760389,2.28780173,483,
Palicourea_croceoides,2.418301291,3.154728207,2.514547753,2.31386722,274,
Palicourea_croceoides,2.428134794,2.997823081,2.523746467,2.318063335,96,
Palicourea_croceoides,2.447158031,3.325104983,2.555094449,2.350248018,64,
Palicourea_croceoides,2.418301291,3.154728207,2.514547753,2.31386722,274,
Palicourea_croceoides,2.278753601,3.471878199,2.421603927,2.089905111,1575,
Palicourea_croceoides,2.421603927,3.243038049,2.514547753,2.322219295,269,
Palicourea_croceoides,2.42975228,3.286231854,2.515873844,2.336459734,107,
Palicourea_croceoides,2.42975228,3.305351369,2.495544338,2.365487985,2,
Palicourea_croceoides,2.352182518,3.29666519,2.45484486,2.235528447,762,
Palicourea_croceoides,2.421603927,3.449015316,2.50242712,2.330413773,91,
Palicourea_croceoides,2.423245874,3.23578087,2.514547753,2.324282455,256,
Palicourea_croceoides,2.278753601,3.104487111,2.44870632,1.939519253,719,
Palicourea_croceoides,2.278753601,3.104487111,2.44870632,1.939519253,719,
Palicourea_croceoides,2.424881637,3.467608106,2.5132176,2.324282455,178,
Palicourea_croceoides,2.432969291,3.197004728,2.525044807,2.344392274,122,
Palicourea_croceoides,2.369215857,3.22685757,2.471291711,2.245512668,665,
Palicourea_croceoides,2.36361198,3.257198426,2.462397998,2.250420002,708,
Palicourea_croceoides,2.376576957,3.209515015,2.477121255,2.269512944,709,
Palicourea_croceoides,2.419955748,3.45331834,2.501059262,2.326335861,128,
Palicourea_croceoides,2.426511261,3.362482475,2.5132176,2.334453751,97,
Palicourea_croceoides,2.428134794,3.304921162,2.494154594,2.365487985,3,
Palicourea_croceoides,2.342422681,3.212453961,2.485721426,2.10720997,29,
Palicourea_croceoides,2.423245874,3.375846436,2.506505032,2.330413773,126,
Palicourea_croceoides,2.423245874,3.333245699,2.51054501,2.330413773,146,
Palicourea_croceoides,2.348304863,3.266701967,2.451786436,2.23299611,789,
Palicourea_croceoides,2.419955748,3.447158031,2.50242712,2.328379603,109,
Palicourea_croceoides,2.421603927,3.265289626,2.517195898,2.324282455,270,
Palicourea_croceoides,2.371067862,3.057285644,2.507855872,2.130333768,283,
Palicourea_croceoides,2.419955748,3.447158031,2.50242712,2.328379603,109,
Palicourea_croceoides,2.418301291,3.283753383,2.5132176,2.320146286,292,
Palicourea_croceoides,2.378397901,3.051538391,2.478566496,2.267171728,536,
Palicourea_croceoides,2.318063335,3.359645793,2.426511261,2.184691431,1088,
Palicourea_croceoides,2.419955748,3.406369835,2.498310554,2.338456494,29,
